X,Y,SERVICEREQUESTID,STREETADDRESS,CITY,STATE,ZIPCODE,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,PRIORITY,DETAILS,WARD,XCOORD,YCOORD,LATITUDE,LONGITUDE,MARADDRESSREPOSITORYID,GIS_ID,GLOBALID,CREATED,EDITED,OBJECTID
398008.810000002,139927.890000001,26-00198092,HARVARD STREET NW AND GEORGIA AVENUE NW,WASHINGTON,DC,20001,SIGTRAMA,Traffic Lights and Pedestrian Walk Signals,Toa- Trans Sys Mnt,DDOT,1,2026/03/31 20:12:30+00,2026/03/31 20:36:08+00,2026/04/02 20:12:30+00,2026/03/31 20:12:30+00,,,,Closed,,Standard,,Ward 1,398008.81001211,139927.89001528,38.92722624,-77.02296359,900530,,{4E58DE2C-7C0A-4658-E063-792F520A604A},,,12518968
396757.840000004,140665.789999999,26-00198094,1625 NEWTON STREET NW,WASHINGTON,DC,20010,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 20:13:14+00,2026/04/27 16:41:48+00,2026/04/28 03:59:00+00,2026/03/31 20:13:14+00,,,,Closed,,Standard,,Ward 1,396757.84,140665.79,38.93387008,-77.037394,234095,,{4E58DE2C-7C0B-4658-E063-792F520A604A},,,12518969
405989.802000001,134636.545000002,26-00198099,5000 - 5099 BLOCK OF HANNA PLACE SE,WASHINGTON,DC,20019,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:14:50+00,2026/04/07 17:11:17+00,2026/04/20 20:14:50+00,2026/03/31 20:14:50+00,,,,Closed,,Standard,,Ward 7,405989.80189151,134636.54469837,38.87954179,-76.9309682,807176,,{4E58DE2C-7C0C-4658-E063-792F520A604A},,,12518970
399692.18,134852.780000001,26-00198101,GARFIELD PARK,WASHINGTON,DC,20003,S05SL,Streetlight Repair Investigation,Transportation Operations Administration,DDOT,1,2026/03/31 20:16:40+00,2026/04/01 11:36:04+00,2026/04/09 20:16:40+00,2026/03/31 20:16:40+00,,,,Closed,,Standard,,Ward 6,399692.18,134852.78,38.8815104,-77.00354769,308165,,{4E58DE2C-7C0D-4658-E063-792F520A604A},,,12518971
390867.649999999,140252.309999999,26-00198102,5439 HAWTHORNE PLACE NW,WASHINGTON,DC,20016,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 20:16:48+00,2026/04/28 18:41:03+00,2026/04/29 03:59:00+00,2026/03/31 20:16:48+00,,,,Closed,,Standard,,Ward 3,390867.65,140252.31,38.93010385,-77.10532396,268692,,{4E58DE2C-7C0E-4658-E063-792F520A604A},,,12518972
396683.939999998,139222.899999999,26-00198104,1661 CRESCENT PLACE NW,WASHINGTON,DC,20009,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 20:17:29+00,2026/03/31 22:30:06+00,2026/04/01 20:17:29+00,2026/03/31 20:17:29+00,,,,Closed,,Standard,,Ward 1,396683.94,139222.9,38.9208718,-77.03823937,235838,,{4E58DE2C-7C0F-4658-E063-792F520A604A},,,12518973
406127.68,135052.850000001,26-00198105,5046 QUEEN'S STROLL PLACE SE,WASHINGTON,DC,20019,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/31 20:17:30+00,2026/03/31 20:17:30+00,2026/04/01 20:17:30+00,2026/03/31 20:17:30+00,,,,Closed,,Emergency,,Ward 7,406127.68,135052.85,38.88329108,-76.92937546,155970,,{4E58DE2C-7C10-4658-E063-792F520A604A},,,12518974
397792.799999997,135246.289999999,26-00198106,370 L'ENFANT PLAZA SW,WASHINGTON,DC,20260,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 20:17:33+00,2026/03/31 21:09:05+00,2026/04/01 20:17:32+00,2026/03/31 20:17:33+00,,,,Closed,,Standard,,Ward 6,397792.8,135246.29,38.88505257,-77.0254397,301851,,{4E58DE2C-7C11-4658-E063-792F520A604A},,,12518975
398519.020000003,142923.93,26-00198109,5220 KANSAS AVENUE NW,WASHINGTON,DC,20011,11,Dead Animal Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:19:30+00,2026/04/02 16:41:06+00,2026/04/02 20:19:30+00,2026/03/31 20:19:30+00,,,,Closed,,Standard,,Ward 4,398519.02,142923.93,38.95421678,-77.01708601,249535,,{4E58DE2C-7C12-4658-E063-792F520A604A},,,12518976
401396.850000001,135065.100000001,26-00198111,427 15TH STREET SE,WASHINGTON,DC,20003,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:20:01+00,2026/04/03 11:36:40+00,2026/04/04 03:59:00+00,2026/03/31 20:20:01+00,,,,Closed,,Standard,,Ward 6,401396.85,135065.1,38.88342167,-76.98390059,24398,,{4E58DE2C-7C13-4658-E063-792F520A604A},,,12518977
400430.109999999,131768.690000001,26-00198117,2720 MARTIN LUTHER KING JR AVENUE SE,WASHINGTON,DC,20032,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/31 20:21:18+00,2026/03/31 20:21:18+00,2026/04/01 20:21:18+00,2026/03/31 20:21:18+00,,,,Closed,,Standard,,Ward 8,400430.11,131768.69,38.8537276,-76.99504482,301360,,{4E58DE2C-7C14-4658-E063-792F520A604A},,,12518978
397850.240000002,141524.829999998,26-00198119,4129 9TH STREET NW,WASHINGTON,DC,20011,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 20:21:53+00,2026/03/31 23:36:04+00,2026/04/01 20:21:53+00,2026/03/31 20:21:53+00,,,,Closed,,Standard,,Ward 4,397850.24,141524.83,38.94161191,-77.02479731,252495,,{4E58DE2C-7C15-4658-E063-792F520A604A},,,12518979
398134.630000003,144327.620000001,26-00198120,607 SOMERSET PLACE NW,WASHINGTON,DC,20011,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:21:56+00,2026/04/07 14:08:07+00,2026/04/08 03:59:00+00,2026/03/31 20:21:56+00,,,,Closed,,Standard,,Ward 4,398134.63,144327.62,38.96686084,-77.02152452,251548,,{4E58DE2C-7C16-4658-E063-792F520A604A},,,12518980
397202.859999999,138932.68,26-00198121,2100 14TH STREET NW,WASHINGTON,DC,20009,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:22:11+00,2026/04/02 15:12:04+00,2026/04/07 20:22:11+00,2026/03/31 20:22:11+00,,,,Closed,,Standard,,Ward 1,397202.86,138932.68,38.91825921,-77.03225423,239959,,{4E58DE2C-7C17-4658-E063-792F520A604A},,,12518981
401674.520000003,131583.170000002,26-00198124,3098 STANTON ROAD SE,WASHINGTON,DC,20020,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/31 20:22:43+00,2026/03/31 20:22:43+00,2026/04/01 20:22:43+00,2026/03/31 20:22:43+00,,,,Closed,,Standard,,Ward 8,401674.52,131583.17,38.85205487,-76.98070878,287500,,{4E58DE2C-7C18-4658-E063-792F520A604A},,,12518982
396299.030000001,136086.449999999,26-00198127,1801 CONSTITUTION AVENUE NW,WASHINGTON,DC,20037,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 20:23:41+00,2026/03/31 23:46:13+00,2026/04/01 20:23:41+00,2026/03/31 20:23:41+00,,,,Closed,,Standard,,Ward 2,396299.03,136086.45,38.8926157,-77.04266108,241306,,{4E58DE2C-7C19-4658-E063-792F520A604A},,,12518983
400913.200000003,136451.870000001,26-00198129,1213 E STREET NE,WASHINGTON,DC,20002,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:26:26+00,2026/04/03 18:13:46+00,2026/04/02 20:26:26+00,2026/03/31 20:26:26+00,,,,Closed,,Standard,,Ward 6,400913.2,136451.87,38.89591519,-76.98947306,71563,,{4E58DE2C-7C1A-4658-E063-792F520A604A},,,12518984
398468.18,138275.079999998,26-00198130,1644 NEW JERSEY AVENUE NW,WASHINGTON,DC,20001,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 20:26:30+00,2026/04/29 17:41:25+00,2026/04/30 03:59:00+00,2026/03/31 20:26:30+00,,,,Closed,,Standard,,Ward 2,398468.18,138275.08,38.91233811,-77.01766217,237307,,{4E58DE2C-7C1B-4658-E063-792F520A604A},,,12518985
398042.030000001,138122.780000001,26-00198132,710 Q STREET NW,WASHINGTON,DC,20001,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:27:19+00,2026/04/01 15:06:06+00,2026/04/07 20:27:19+00,2026/03/31 20:27:19+00,,,,Closed,,Standard,,Ward 2,398042.03,138122.78,38.91096563,-77.02257533,225967,,{4E58DE2C-7C1C-4658-E063-792F520A604A},,,12518986
394711.460000001,138096.870000001,26-00198137,3039 Q STREET NW,WASHINGTON,DC,20007,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 20:29:25+00,2026/03/31 23:42:52+00,2026/04/01 20:29:25+00,2026/03/31 20:29:25+00,,,,Closed,,Standard,,Ward 2,394711.46,138096.87,38.91071816,-77.06097648,273100,,{4E5913CE-8D22-3ADE-E063-792F520A8296},,,12518987
397159.479999997,143004.18,26-00198141,1358 JEFFERSON STREET NW,WASHINGTON,DC,20011,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:30:41+00,2026/04/07 13:07:56+00,2026/04/08 03:59:00+00,2026/03/31 20:30:41+00,,,,Closed,,Standard,,Ward 4,397159.48,143004.18,38.95493635,-77.0327713,254909,,{4E5913CE-8D23-3ADE-E063-792F520A8296},,,12518988
390850.950000003,140046.239999998,26-00198145,5350 MACARTHUR BOULEVARD NW,WASHINGTON,DC,20016,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:31:54+00,2026/04/06 13:39:33+00,2026/04/07 03:59:00+00,2026/03/31 20:31:54+00,,,,Closed,,Standard,,Ward 3,390850.95,140046.24,38.92824733,-77.10551382,285173,,{4E5913CE-8D24-3ADE-E063-792F520A8296},,,12518989
399025.579999998,137835.010000002,26-00198146,66 O STREET NW,WASHINGTON,DC,20001,11,Dead Animal Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:31:54+00,2026/04/03 20:10:58+00,2026/04/02 20:31:54+00,2026/03/31 20:31:54+00,,,,Closed,,Standard,,Ward 5,399025.58,137835.01,38.90837494,-77.01123462,237046,,{4E5913CE-8D25-3ADE-E063-792F520A8296},,,12518990
399662.859999999,138197.379999999,26-00198147,1611 ECKINGTON PLACE NE,WASHINGTON,DC,20002,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/31 20:32:36+00,2026/03/31 20:32:36+00,2026/04/01 20:32:36+00,2026/03/31 20:32:36+00,,,,Closed,,Standard,,Ward 5,399662.86,138197.38,38.91163943,-77.00388725,146010,,{4E5913CE-8D26-3ADE-E063-792F520A8296},,,12518991
400474.130000003,141074.77,26-00198149,916 PERRY PLACE NE,WASHINGTON,DC,20017,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 20:33:05+00,2026/04/27 17:10:57+00,2026/04/28 03:59:00+00,2026/03/31 20:33:05+00,,,,Closed,,Standard,,Ward 5,400474.13,141074.77,38.93756014,-76.99453126,82356,,{4E5913CE-8D27-3ADE-E063-792F520A8296},,,12518992
397448.310000002,143674.010000002,26-00198150,5815 13TH STREET NW,WASHINGTON,DC,20011,11,Dead Animal Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:33:10+00,2026/04/02 16:41:11+00,2026/04/02 20:33:10+00,2026/03/31 20:33:10+00,,,,Closed,,Standard,,Ward 4,397448.31,143674.01,38.9609709,-77.02944154,253149,,{4E5913CE-8D28-3ADE-E063-792F520A8296},,,12518993
400982.82,136587.899999999,26-00198151,1251 F STREET NE,WASHINGTON,DC,20002,11,Dead Animal Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:33:50+00,2026/04/02 16:41:17+00,2026/04/02 20:33:50+00,2026/03/31 20:33:50+00,,,,Closed,,Standard,,Ward 6,400982.82,136587.9,38.89714018,-76.98867032,69650,,{4E5913CE-8D29-3ADE-E063-792F520A8296},,,12518994
394177.960000001,141074.210000001,26-00198152,3419 PORTER STREET NW,WASHINGTON,DC,20016,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 20:33:56+00,2026/04/28 15:11:33+00,2026/04/29 03:59:00+00,2026/03/31 20:33:56+00,,,,Closed,,Standard,,Ward 3,394177.96,141074.21,38.93753594,-77.06715294,220796,,{4E5913CE-8D2A-3ADE-E063-792F520A8296},,,12518995
405870.600000001,136594.93,26-00198153,629 49TH STREET NE,WASHINGTON,DC,20019,S0457,Tree Inspection,Urban Forrestry,DDOT,1,2026/03/31 20:35:12+00,2026/04/01 14:16:07+00,2026/04/07 20:35:12+00,2026/03/31 20:35:12+00,,,,Closed,,Standard,,Ward 7,405870.6,136594.93,38.89718479,-76.93232526,3091,,{4E5913CE-8D2B-3ADE-E063-792F520A8296},,,12518996
405944.600000001,137836.969999999,26-00198158,1335 49TH STREET NE,WASHINGTON,DC,20019,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,2026/03/31 20:37:50+00,,2027/04/26 20:37:50+00,2026/03/31 20:37:50+00,,,,In-Progress,,Standard,,Ward 7,405944.6,137836.97,38.90837303,-76.93146145,66987,,{4E5913CE-8D2C-3ADE-E063-792F520A8296},,,12518997
400833.649999999,140657.0,26-00198160,1206 NEWTON STREET NE,WASHINGTON,DC,20017,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:38:29+00,2026/04/06 15:08:35+00,2026/04/07 03:59:00+00,2026/03/31 20:38:29+00,,,,Closed,,Standard,,Ward 5,400833.65,140657,38.93379648,-76.99038497,72057,,{4E5913CE-8D2D-3ADE-E063-792F520A8296},,,12518998
398457.740000002,144007.469999999,26-00198161,6101 4TH STREET NW,WASHINGTON,DC,20011,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 20:38:59+00,2026/04/01 13:42:16+00,2026/04/02 20:38:59+00,2026/03/31 20:38:59+00,,,,Closed,,Standard,,Ward 4,398457.74,144007.47,38.96397715,-77.01779543,249208,,{4E5913CE-8D2E-3ADE-E063-792F520A8296},,,12518999
403066.030000001,140862.68,26-00198162,3716 31ST PLACE NE,WASHINGTON,DC,20018,11,Dead Animal Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:39:16+00,2026/04/01 18:42:12+00,2026/04/02 20:39:16+00,2026/03/31 20:39:16+00,,,,Closed,,Standard,,Ward 5,403066.03,140862.68,38.93564435,-76.96463654,31457,,{4E5913CE-8D2F-3ADE-E063-792F520A8296},,,12519000
399008.43,137659.5,26-00198163,69 NEW YORK AVENUE NW,WASHINGTON,DC,20001,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/31 20:39:48+00,2026/03/31 20:39:48+00,2026/04/01 20:39:48+00,2026/03/31 20:39:48+00,,,,Closed,,Standard,,Ward 5,399008.43,137659.5,38.90679386,-77.0114321,237085,,{4E5913CE-8D30-3ADE-E063-792F520A8296},,,12519001
404128.990000002,132800.989999998,26-00198165,2065 38TH STREET SE,WASHINGTON,DC,20020,DMV01,DMV - Drivers License/ID Issues,Driver Vehicle Services,DMV,1,2026/03/31 20:40:07+00,2026/04/09 15:22:02+00,2026/04/09 20:40:07+00,2026/03/31 20:40:07+00,,,,Closed,,Standard,,Ward 7,404128.99,132800.99,38.86301741,-76.95242487,145440,,{4E5913CE-8D31-3ADE-E063-792F520A8296},,,12519002
401240.509999998,137449.260000002,26-00198167,1283 OWEN PLACE NE,WASHINGTON,DC,20002,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 20:40:39+00,2026/04/27 17:25:42+00,2026/04/28 03:59:00+00,2026/03/31 20:40:39+00,,,,Closed,,Standard,,Ward 5,401240.51,137449.26,38.90489963,-76.98569818,69053,,{4E5913CE-8D32-3ADE-E063-792F520A8296},,,12519003
402014.049999997,137299.719999999,26-00198168,1845 L STREET NE,WASHINGTON,DC,20002,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 20:40:57+00,2026/04/01 15:37:22+00,2026/04/02 20:40:57+00,2026/03/31 20:40:57+00,,,,Closed,,Standard,,Ward 5,402014.05,137299.72,38.90355109,-76.97678049,54704,,{4E5913CE-8D33-3ADE-E063-792F520A8296},,,12519004
394005.25,142349.190000001,26-00198169,3571 APPLETON STREET NW,WASHINGTON,DC,20008,S05SL,Streetlight Repair Investigation,Transportation Operations Administration,DDOT,1,2026/03/31 20:41:17+00,2026/04/02 02:01:00+00,2026/04/09 20:41:17+00,2026/03/31 20:41:17+00,,,,Closed,,Standard,,Ward 3,394005.25,142349.19,38.94902016,-77.06915616,221967,,{4E5913CE-8D34-3ADE-E063-792F520A8296},,,12519005
398212.560000002,134224.07,26-00198170,525 WATER STREET SW,WASHINGTON,DC,20024,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 20:41:32+00,2026/03/31 21:45:05+00,2026/04/01 20:41:31+00,2026/03/31 20:41:32+00,,,,Closed,,Standard,,Ward 6,398212.56,134224.07,38.87584464,-77.02059898,312716,,{4E5913CE-8D35-3ADE-E063-792F520A8296},,,12519006
399396.520000003,142193.890000001,26-00198171,48 BUCHANAN STREET NE,WASHINGTON,DC,20011,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 20:41:36+00,2026/03/31 23:51:02+00,2026/04/01 20:41:36+00,2026/03/31 20:41:36+00,,,,Closed,,Standard,,Ward 5,399396.52,142193.89,38.94764142,-77.00696168,17597,,{4E5913CE-8D36-3ADE-E063-792F520A8296},,,12519007
395168.899999999,137867.469999999,26-00198332,2629 O STREET NW,WASHINGTON,DC,20007,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 21:42:37+00,2026/03/31 23:36:19+00,2026/04/01 21:42:37+00,2026/03/31 21:42:37+00,,,,Closed,,Standard,,Ward 2,395168.9,137867.47,38.90865461,-77.05570061,272377,,{4E5A55AA-11DA-73A2-E063-792F520A783F},,,12519008
401156.740000002,137564.690000001,26-00198333,1235 PENN STREET NE,WASHINGTON,DC,20002,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 21:42:39+00,2026/04/02 17:00:06+00,2026/04/20 21:42:39+00,2026/03/31 21:42:39+00,,,,Closed,,Standard,,Ward 5,401156.74,137564.69,38.90593958,-76.98666377,70358,,{4E5A55AA-11DB-73A2-E063-792F520A783F},,,12519009
396216.170000002,140626.309999999,26-00198334,1875 MONROE STREET NW,WASHINGTON,DC,20010,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 21:43:03+00,2026/04/07 10:11:29+00,2026/04/20 21:43:03+00,2026/03/31 21:43:03+00,,,,Closed,,Standard,,Ward 1,396216.17,140626.31,38.93351193,-77.04364123,233799,,{4E5A55AA-11DC-73A2-E063-792F520A783F},,,12519010
398450.829999998,138161.91,26-00198335,427 Q STREET NW,WASHINGTON,DC,20001,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 21:43:03+00,2026/04/01 00:29:58+00,2026/04/01 21:43:03+00,2026/03/31 21:43:03+00,,,,Closed,,Standard,,Ward 2,398450.83,138161.91,38.91131894,-77.01786196,237369,,{4E5A55AA-11DD-73A2-E063-792F520A783F},,,12519011
398235.350000001,138120.850000001,26-00198337,608 Q STREET NW,WASHINGTON,DC,20001,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 21:43:50+00,2026/05/06 19:11:00+00,2026/05/07 03:59:00+00,2026/03/31 21:43:50+00,,,,Closed,,Standard,,Ward 2,398235.35,138120.85,38.91094865,-77.02034635,238573,,{4E5A55AA-11DE-73A2-E063-792F520A783F},,,12519012
400009.289999999,134143.73,26-00198339,410 TINGEY STREET SE,WASHINGTON,DC,20003,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 21:44:44+00,2026/03/31 22:24:05+00,2026/04/01 21:44:44+00,2026/03/31 21:44:44+00,,,,Closed,,Standard,,Ward 8,400009.29,134143.73,38.87512272,-76.99989294,315816,,{4E5A55AA-11DF-73A2-E063-792F520A783F},,,12519013
403602.0,136306.920000002,26-00198340,3331 DIX STREET NE,WASHINGTON,DC,20019,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 21:44:49+00,2026/04/02 18:07:12+00,2026/04/02 21:44:48+00,2026/03/31 21:44:49+00,,,,Closed,,Standard,,Ward 7,403602,136306.92,38.89460252,-76.95847859,36059,,{4E5A55AA-11E0-73A2-E063-792F520A783F},,,12519014
401183.43,136173.57,26-00198341,1339 C STREET NE,WASHINGTON,DC,20002,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 21:44:55+00,2026/05/08 15:11:16+00,2026/05/09 03:59:00+00,2026/03/31 21:44:55+00,,,,Closed,,Standard,,Ward 6,401183.43,136173.57,38.89340783,-76.98635845,66713,,{4E5A55AA-11E1-73A2-E063-792F520A783F},,,12519015
401098.109999999,136241.77,26-00198343,1323 CORBIN PLACE NE,WASHINGTON,DC,20002,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 21:46:18+00,2026/04/03 13:37:46+00,2026/04/04 03:59:00+00,2026/03/31 21:46:18+00,,,,Closed,,Standard,,Ward 6,401098.11,136241.77,38.89402232,-76.98734184,67678,,{4E5A55AA-11E2-73A2-E063-792F520A783F},,,12519016
397939.799999997,143117.84,26-00198344,5421 8TH STREET NW,WASHINGTON,DC,20011,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 21:48:49+00,2026/04/01 00:57:05+00,2026/04/01 21:48:49+00,2026/03/31 21:48:49+00,,,,Closed,,Standard,,Ward 4,397939.8,143117.84,38.9559624,-77.02376903,250255,,{4E5A55AA-11E3-73A2-E063-792F520A783F},,,12519017
401116.310000002,130448.449999999,26-00198345,3402 13TH PLACE SE,WASHINGTON,DC,20032,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,2026/03/31 21:49:42+00,2026/03/31 21:49:42+00,2026/04/01 21:49:42+00,2026/03/31 21:49:42+00,,,,Closed,,Standard,,Ward 8,401116.31,130448.45,38.84183337,-76.98714145,152088,,{4E5A55AA-11E4-73A2-E063-792F520A783F},,,12519018
398190.799999997,134005.399999999,26-00198346,550 WATER STREET SW,WASHINGTON,DC,20024,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 21:49:45+00,2026/03/31 23:33:05+00,2026/04/01 21:49:45+00,2026/03/31 21:49:45+00,,,,Closed,,Standard,,Ward 6,398190.8,134005.4,38.87387506,-77.02084917,294491,,{4E5A55AA-11E5-73A2-E063-792F520A783F},,,12519019
397679.030000001,140822.16,26-00198347,926 SPRING ROAD NW,WASHINGTON,DC,20010,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 21:50:13+00,2026/04/01 17:24:06+00,2026/04/20 21:50:13+00,2026/03/31 21:50:13+00,,,,Closed,,Standard,,Ward 1,397679.03,140822.16,38.93528129,-77.02676983,230543,,{4E5A55AA-11E6-73A2-E063-792F520A783F},,,12519020
396154.420000002,135384.309999999,26-00198348,1964 INDEPENDENCE AVENUE SW,WASHINGTON,DC,20004,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 21:50:23+00,2026/03/31 23:45:06+00,2026/04/01 21:50:22+00,2026/03/31 21:50:23+00,,,,Closed,,Standard,,Ward 2,396154.42,135384.31,38.88628994,-77.04432407,310141,,{4E5A55AA-11E7-73A2-E063-792F520A783F},,,12519021
399970.600000001,137405.68,26-00198349,1127 4TH STREET NE,WASHINGTON,DC,20002,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 21:51:21+00,2026/04/03 11:36:46+00,2026/04/04 03:59:00+00,2026/03/31 21:51:21+00,,,,Closed,,Standard,,Ward 6,399970.6,137405.68,38.90450759,-77.00033895,73241,,{4E5A55AA-11E8-73A2-E063-792F520A783F},,,12519022
399158.509999998,137766.629999999,26-00198350,10 HANOVER PLACE NW,WASHINGTON,DC,20001,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 21:52:53+00,2026/03/31 22:57:04+00,2026/04/01 21:52:53+00,2026/03/31 21:52:53+00,,,,Closed,,Standard,,Ward 5,399158.51,137766.63,38.90775908,-77.00970191,278769,,{4E5A55AA-11E9-73A2-E063-792F520A783F},,,12519023
393686.759999998,139548.07,26-00198351,3643 DAVIS STREET NW,WASHINGTON,DC,20007,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 21:52:58+00,2026/04/06 15:08:43+00,2026/04/07 03:59:00+00,2026/03/31 21:52:58+00,,,,Closed,,Standard,,Ward 3,393686.76,139548.07,38.92378461,-77.07280453,262710,,{4E5A55AA-11EA-73A2-E063-792F520A783F},,,12519024
396401.149999999,135514.73,26-00198352,HOME FRONT DRIVE SW AND INDEPENDENCE AVENUE SW,WASHINGTON,DC,20004,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,2026/03/31 21:53:41+00,2026/04/01 00:29:04+00,2026/04/01 21:53:41+00,2026/03/31 21:53:41+00,,,,Closed,,Standard,,Ward 2,396401.15,135514.73,38.88746585,-77.04148095,914352,,{4E5A55AA-11EB-73A2-E063-792F520A783F},,,12519025
398745.240000002,142608.98,26-00198353,227 FARRAGUT STREET NW,WASHINGTON,DC,20011,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,2026/03/31 21:54:34+00,2026/04/01 12:08:11+00,2026/04/08 03:59:00+00,2026/03/31 21:54:34+00,,,,Closed (Duplicate),,Standard,,Ward 4,398745.24,142608.98,38.95137998,-77.01447554,244592,,{4E5A55AA-11EC-73A2-E063-792F520A783F},,,12519026
396549.539999999,141814.350000001,26-00198355,1723 WEBSTER STREET NW,WASHINGTON,DC,20011,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 21:55:14+00,2026/05/06 18:10:59+00,2026/05/07 03:59:00+00,2026/03/31 21:55:14+00,,,,Closed,,Standard,,Ward 4,396549.54,141814.35,38.94421585,-77.03980224,258617,,{4E5A55AA-11ED-73A2-E063-792F520A783F},,,12519027
393768.210000001,144068.039999999,26-00198357,5518 CHEVY CHASE PARKWAY NW,WASHINGTON,DC,20015,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,2026/03/31 21:56:16+00,2026/04/14 17:41:28+00,2026/04/29 03:59:00+00,2026/03/31 21:56:16+00,,,,Closed (Duplicate),,Standard,,Ward 3,393768.21,144068.04,38.96450202,-77.0719063,263998,,{4E5A55AA-11EE-73A2-E063-792F520A783F},,,12519028
